date,access_method,referrer_type,pageviews
2016-04-13,mobile web,external,34610
2016-04-13,mobile web,external (search engine),3953893
2016-04-13,mobile web,internal,1269440
2016-04-13,mobile web,none,3893534
2016-04-14,desktop,external,120570
2016-04-14,desktop,external (search engine),3857820
2016-04-14,desktop,internal,2914531
2016-04-14,desktop,none,863353
2016-04-14,mobile app,none,231220
2016-04-14,mobile web,external,35570
2016-04-14,mobile web,external (search engine),3801816
2016-04-14,mobile web,internal,1217982
2016-04-14,mobile web,none,3791798
2016-04-15,desktop,external,111092
2016-04-15,desktop,external (search engine),3478006
2016-04-15,desktop,internal,2627887
2016-04-15,desktop,none,778506
2016-04-15,mobile app,none,217495
2016-04-15,mobile web,external,34969
2016-04-15,mobile web,external (search engine),3579420
2016-04-15,mobile web,internal,1160507
2016-04-15,mobile web,none,3647956
2016-04-16,desktop,external,93716
2016-04-16,desktop,external (search engine),2642640
2016-04-16,desktop,internal,2191969
2016-04-16,desktop,none,742791
2016-04-16,mobile app,none,239095
2016-04-16,mobile web,external,35786
2016-04-16,mobile web,external (search engine),3816137
2016-04-16,mobile web,internal,1264435
2016-04-16,mobile web,none,3839905
2016-04-17,desktop,external,101090
2016-04-17,desktop,external (search engine),2883096
2016-04-17,desktop,internal,2333193
2016-04-17,desktop,none,773293
2016-04-17,mobile app,none,259684
2016-04-17,mobile web,external,42106
2016-04-17,mobile web,external (search engine),4398411
2016-04-17,mobile web,internal,1457722
2016-04-17,mobile web,none,4375522
2016-04-18,desktop,external,129532
2016-04-18,desktop,external (search engine),4241695
2016-04-18,desktop,internal,3044395
2016-04-18,desktop,none,957065
2016-04-18,mobile app,none,233607
2016-04-18,mobile web,external,43555
2016-04-18,mobile web,external (search engine),4157606
2016-04-18,mobile web,internal,1364797
2016-04-18,mobile web,none,4157424
2016-04-19,desktop,external,125274
2016-04-19,desktop,external (search engine),4052295
2016-04-19,desktop,internal,3000474
2016-04-19,desktop,none,1036024
2016-04-19,mobile app,none,215771
2016-04-19,mobile web,external,37715
2016-04-19,mobile web,external (search engine),3975174
2016-04-19,mobile web,internal,1327843
2016-04-19,mobile web,none,3928854
2016-04-20,desktop,external,119391
2016-04-20,desktop,external (search engine),3947570
2016-04-20,desktop,internal,2978338
2016-04-20,desktop,none,1210150
2016-04-20,mobile app,none,202979
2016-04-20,mobile web,external,37684
2016-04-20,mobile web,external (search engine),3841555
2016-04-20,mobile web,internal,1236881
2016-04-20,mobile web,none,3794050
2016-04-21,desktop,external,121058
2016-04-21,desktop,external (search engine),3937288
2016-04-21,desktop,internal,3167165
2016-04-21,desktop,none,1030427
2016-04-21,mobile app,none,209996
2016-04-21,mobile web,external,41929
2016-04-21,mobile web,external (search engine),4004905
2016-04-21,mobile web,internal,1264459
2016-04-21,mobile web,none,3887356
2016-04-22,desktop,external,114742
2016-04-22,desktop,external (search engine),3649040
2016-04-22,desktop,internal,2907529
2016-04-22,desktop,none,945552
2016-04-22,mobile app,none,199137
2016-04-22,mobile web,external,40276
2016-04-22,mobile web,external (search engine),3789029
2016-04-22,mobile web,internal,1213640
2016-04-22,mobile web,none,3728181
2016-04-23,desktop,external,99131
2016-04-23,desktop,external (search engine),2922056
2016-04-23,desktop,internal,2556642
2016-04-23,desktop,none,1163484
2016-04-23,mobile app,none,234547
2016-04-23,mobile web,external,44574
2016-04-23,mobile web,external (search engine),4211115
2016-04-23,mobile web,internal,1441024
2016-04-23,mobile web,none,4092805
2016-04-24,desktop,external,102357
2016-04-24,desktop,external (search engine),2963624
2016-04-24,desktop,internal,2530088
2016-04-24,desktop,none,944091
2016-04-24,mobile app,none,261894
2016-04-24,mobile web,external,52839
2016-04-24,mobile web,external (search engine),4755335
2016-04-24,mobile web,internal,1652204
2016-04-24,mobile web,none,4495960
2016-04-25,desktop,external,112073
2016-04-25,desktop,external (search engine),3355576
2016-04-25,desktop,internal,3129209
2016-04-25,desktop,none,963507
2016-04-25,mobile app,none,258979
2016-04-25,mobile web,external,64858
2016-04-25,mobile web,external (search engine),4877917
2016-04-25,mobile web,internal,1712279
2016-04-25,mobile web,none,4588656
2016-04-26,desktop,external,128665
2016-04-26,desktop,external (search engine),4187288
2016-04-26,desktop,internal,3427461
2016-04-26,desktop,none,966160
2016-04-26,mobile app,none,201578
2016-04-26,mobile web,external,49195
2016-04-26,mobile web,external (search engine),4054747
2016-04-26,mobile web,internal,1351329
2016-04-26,mobile web,none,3992224
2016-04-27,desktop,external,122709
2016-04-27,desktop,external (search engine),4014367
2016-04-27,desktop,internal,3016448
2016-04-27,desktop,none,1221384
2016-04-27,mobile app,none,193321
2016-04-27,mobile web,external,43126
2016-04-27,mobile web,external (search engine),3929526
2016-04-27,mobile web,internal,1298230
2016-04-27,mobile web,none,3908156
2016-04-28,desktop,external,121661
2016-04-28,desktop,external (search engine),3983164
2016-04-28,desktop,internal,2961470
2016-04-28,desktop,none,1095098
2016-04-28,mobile app,none,189411
2016-04-28,mobile web,external,41502
2016-04-28,mobile web,external (search engine),3853687
2016-04-28,mobile web,internal,1260021
2016-04-28,mobile web,none,3816913
2016-04-29,desktop,external,110826
2016-04-29,desktop,external (search engine),3583323
2016-04-29,desktop,internal,2754337
2016-04-29,desktop,none,911046
2016-04-29,mobile app,none,185155
2016-04-29,mobile web,external,40827
2016-04-29,mobile web,external (search engine),3709765
2016-04-29,mobile web,internal,1197064
2016-04-29,mobile web,none,3658313
2016-04-30,desktop,external,97109
2016-04-30,desktop,external (search engine),2982807
2016-04-30,desktop,internal,2376448
2016-04-30,desktop,none,799354
2016-04-30,mobile app,none,209324
2016-04-30,mobile web,external,51778
2016-04-30,mobile web,external (search engine),4126643
2016-04-30,mobile web,internal,1384751
2016-04-30,mobile web,none,3841484
2016-05-01,desktop,external,111271
2016-05-01,desktop,external (search engine),3438736
2016-05-01,desktop,internal,2769223
2016-05-01,desktop,none,918320
2016-05-01,mobile app,none,257299
2016-05-01,mobile web,external,62698
2016-05-01,mobile web,external (search engine),5107023
2016-05-01,mobile web,internal,1787486
2016-05-01,mobile web,none,4523138
2016-05-02,desktop,external,130856
2016-05-02,desktop,external (search engine),4277033
2016-05-02,desktop,internal,3101687
2016-05-02,desktop,none,950877
2016-05-02,mobile app,none,220338
2016-05-02,mobile web,external,48352
2016-05-02,mobile web,external (search engine),4242428
2016-05-02,mobile web,internal,1410598
2016-05-02,mobile web,none,3860710
2016-05-03,desktop,external,125422
2016-05-03,desktop,external (search engine),4115179
2016-05-03,desktop,internal,2953380
2016-05-03,desktop,none,1038412
2016-05-03,mobile app,none,314733
2016-05-03,mobile web,external,44680
2016-05-03,mobile web,external (search engine),4109361
2016-05-03,mobile web,internal,1338863
2016-05-03,mobile web,none,3746639
2016-05-04,desktop,external,117583
2016-05-04,desktop,external (search engine),3946690
2016-05-04,desktop,internal,2862344
2016-05-04,desktop,none,893930
2016-05-04,mobile app,none,316175
2016-05-04,mobile web,external,46530
2016-05-04,mobile web,external (search engine),3921143
2016-05-04,mobile web,internal,1301568
2016-05-04,mobile web,none,3655950
2016-05-05,desktop,external,121288
2016-05-05,desktop,external (search engine),3904426
2016-05-05,desktop,internal,2853510
2016-05-05,desktop,none,1017254
2016-05-05,mobile app,none,311420
2016-05-05,mobile web,external,48602
2016-05-05,mobile web,external (search engine),3871732
2016-05-05,mobile web,internal,1259704
2016-05-05,mobile web,none,3583703
2016-05-06,desktop,external,113156
2016-05-06,desktop,external (search engine),3596218
2016-05-06,desktop,internal,2671189
2016-05-06,desktop,none,990331
2016-05-06,mobile app,none,305604
2016-05-06,mobile web,external,54151
2016-05-06,mobile web,external (search engine),3728760
2016-05-06,mobile web,internal,1205789
2016-05-06,mobile web,none,3341406
2016-05-07,desktop,external,94500
2016-05-07,desktop,external (search engine),2670761
2016-05-07,desktop,internal,2177505
2016-05-07,desktop,none,885811
2016-05-07,mobile app,none,340047
2016-05-07,mobile web,external,48184
2016-05-07,mobile web,external (search engine),3867012
2016-05-07,mobile web,internal,1313236
2016-05-07,mobile web,none,3364167
2016-05-08,desktop,external,96352
2016-05-08,desktop,external (search engine),2966910
2016-05-08,desktop,internal,2518927
2016-05-08,desktop,none,808592
2016-05-08,mobile app,none,392253
2016-05-08,mobile web,external,53952
2016-05-08,mobile web,external (search engine),4431869
2016-05-08,mobile web,internal,1556050
2016-05-08,mobile web,none,3731181
2016-05-09,desktop,external,127244
2016-05-09,desktop,external (search engine),4299423
2016-05-09,desktop,internal,3238609
2016-05-09,desktop,none,1031201
2016-05-09,mobile app,none,343483
2016-05-09,mobile web,external,56960
2016-05-09,mobile web,external (search engine),4165440
2016-05-09,mobile web,internal,1423294
2016-05-09,mobile web,none,3551346
2016-05-10,desktop,external,122896
2016-05-10,desktop,external (search engine),4255722
2016-05-10,desktop,internal,3153370
2016-05-10,desktop,none,1292345
2016-05-10,mobile app,none,349796
2016-05-10,mobile web,external,52895
2016-05-10,mobile web,external (search engine),4193697
2016-05-10,mobile web,internal,1437057
2016-05-10,mobile web,none,3575086
2016-05-11,desktop,external,127292
2016-05-11,desktop,external (search engine),4253029
2016-05-11,desktop,internal,3124277
2016-05-11,desktop,none,1089657
2016-05-11,mobile app,none,333832
2016-05-11,mobile web,external,51050
2016-05-11,mobile web,external (search engine),4074214
2016-05-11,mobile web,internal,1354852
2016-05-11,mobile web,none,3460786
2016-05-12,desktop,external,121188
2016-05-12,desktop,external (search engine),4078083
2016-05-12,desktop,internal,2901646
2016-05-12,desktop,none,1025655
2016-05-12,mobile app,none,328745
2016-05-12,mobile web,external,46981
2016-05-12,mobile web,external (search engine),3961980
2016-05-12,mobile web,internal,1329566
2016-05-12,mobile web,none,3392387
2016-05-13,desktop,external,112723
2016-05-13,desktop,external (search engine),3747647
2016-05-13,desktop,internal,2758650
2016-05-13,desktop,none,1099517
2016-05-13,mobile app,none,333871
2016-05-13,mobile web,external,49944
2016-05-13,mobile web,external (search engine),3976896
2016-05-13,mobile web,internal,1326192
2016-05-13,mobile web,none,3383493
2016-05-14,desktop,external,95988
2016-05-14,desktop,external (search engine),2865308
2016-05-14,desktop,internal,2304193
2016-05-14,desktop,none,953347
2016-05-14,mobile app,none,357516
2016-05-14,mobile web,external,57142
2016-05-14,mobile web,external (search engine),4111433
2016-05-14,mobile web,internal,1399879
2016-05-14,mobile web,none,3463696
2016-05-15,desktop,external,99354
2016-05-15,desktop,external (search engine),3170673
2016-05-15,desktop,internal,2604333
2016-05-15,desktop,none,1230642
2016-05-15,mobile app,none,411352
2016-05-15,mobile web,external,56852
2016-05-15,mobile web,external (search engine),4699938
2016-05-15,mobile web,internal,1678455
2016-05-15,mobile web,none,3833359
2016-05-16,desktop,external,126981
2016-05-16,desktop,external (search engine),4271318
2016-05-16,desktop,internal,3129786
2016-05-16,desktop,none,1268246
2016-05-16,mobile app,none,335123
2016-05-16,mobile web,external,184689
2016-05-16,mobile web,external (search engine),4082433
2016-05-16,mobile web,internal,1366767
2016-05-16,mobile web,none,3426882
2016-05-17,desktop,external,121666
2016-05-17,desktop,external (search engine),4114528
2016-05-17,desktop,internal,2893296
2016-05-17,desktop,none,1220402
2016-05-17,mobile app,none,317317
2016-05-17,mobile web,external,312841
2016-05-17,mobile web,external (search engine),3905652
2016-05-17,mobile web,internal,1302767
2016-05-17,mobile web,none,3311132
2016-05-18,desktop,external,120369
2016-05-18,desktop,external (search engine),4023060
2016-05-18,desktop,internal,2879176
2016-05-18,desktop,none,1427277
2016-05-18,mobile app,none,329952
2016-05-18,mobile web,external,81237
2016-05-18,mobile web,external (search engine),4004744
2016-05-18,mobile web,internal,1307841
2016-05-18,mobile web,none,3347332
2016-05-19,desktop,external,124068
2016-05-19,desktop,external (search engine),4246314
2016-05-19,desktop,internal,3024096
2016-05-19,desktop,none,1370633
2016-05-19,mobile app,none,339107
2016-05-19,mobile web,external,59201
2016-05-19,mobile web,external (search engine),4168094
2016-05-19,mobile web,internal,1390437
2016-05-19,mobile web,none,3451696
2016-05-20,desktop,external,110878
2016-05-20,desktop,external (search engine),3705665
2016-05-20,desktop,internal,2720817
2016-05-20,desktop,none,1028745
2016-05-20,mobile app,none,315745
2016-05-20,mobile web,external,50162
2016-05-20,mobile web,external (search engine),3799952
2016-05-20,mobile web,internal,1279214
2016-05-20,mobile web,none,3230026
2016-05-21,desktop,external,87550
2016-05-21,desktop,external (search engine),2655453
2016-05-21,desktop,internal,2152171
2016-05-21,desktop,none,1009155
2016-05-21,mobile app,none,332649
2016-05-21,mobile web,external,50918
2016-05-21,mobile web,external (search engine),3841650
2016-05-21,mobile web,internal,1305122
2016-05-21,mobile web,none,3287522
2016-05-22,desktop,external,94525
2016-05-22,desktop,external (search engine),2986229
2016-05-22,desktop,internal,2457711
2016-05-22,desktop,none,1058808
2016-05-22,mobile app,none,394700
2016-05-22,mobile web,external,58746
2016-05-22,mobile web,external (search engine),4376450
2016-05-22,mobile web,internal,1584611
2016-05-22,mobile web,none,3645986
2016-05-23,desktop,external,131053
2016-05-23,desktop,external (search engine),4467654
2016-05-23,desktop,internal,3245603
2016-05-23,desktop,none,1259813
2016-05-23,mobile app,none,363991
2016-05-23,mobile web,external,60973
2016-05-23,mobile web,external (search engine),4463112
2016-05-23,mobile web,internal,1559274
2016-05-23,mobile web,none,3680946
2016-05-24,desktop,external,123857
2016-05-24,desktop,external (search engine),4322841
2016-05-24,desktop,internal,3078324
2016-05-24,desktop,none,1193196
2016-05-24,mobile app,none,338711
2016-05-24,mobile web,external,60994
2016-05-24,mobile web,external (search engine),4176208
2016-05-24,mobile web,internal,1428012
2016-05-24,mobile web,none,3468981
2016-05-25,desktop,external,117925
2016-05-25,desktop,external (search engine),4051255
2016-05-25,desktop,internal,2930657
2016-05-25,desktop,none,1249418
2016-05-25,mobile app,none,318147
2016-05-25,mobile web,external,65148
2016-05-25,mobile web,external (search engine),3975337
2016-05-25,mobile web,internal,1296926
2016-05-25,mobile web,none,3317708
